event,field,producer,consumer,status,evidence
wms.bin.completed,code,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.bin.submitted,warehouse_id,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.bin.submitted,code,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.inventory.allocated,warehouse_id,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.inventory.allocated,sku,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.inventory.allocated,quantity,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.inventory.allocated,received_at,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.inventory.received,warehouse_id,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.inventory.received,sku,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.inventory.received,quantity,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.inventory.received,received_at,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.picking.closed,warehouse_id,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.picking.closed,order_reference,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.picking.closed,sku,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.picking.closed,quantity,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.picking.completed,warehouse_id,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.picking.completed,order_reference,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.picking.completed,sku,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.picking.completed,quantity,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.shipment.dispatched,warehouse_id,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.shipment.dispatched,picking_wave_id,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.shipment.dispatched,carrier_reference,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.warehouse.cancelled,name,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.warehouse.completed,name,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
wms.warehouse.submitted,name,wms,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
